Regione;Provincia;Comune;Nome PCN;Latitudine;Longitudine
Sicilia;Catania;NICOLOSI;POP_CT_03_NICOLOSI;37,620725;15,0350667
Sicilia;Catania;PIEDIMONTE ETNEO;POP_CT_09_PIEDIMONTE_ETNEO;37,8038444;15,1836944
Sicilia;Catania;RADDUSA;POP_CT_08_RADDUSA;37,4757361;14,5403972
Sicilia;Catania;RAGALNA;POP_CT_13_RAGALNA;37,6351444;14,9376083
Sicilia;Catania;SAN GIOVANNI LA PUNTA;POP_CT_10_SAN_GIOVANNI_LA_PUNTA;37,553161;15,087837
Sicilia;Catania;SAN MICHELE DI GANZARIA;POP_CT_04_SAN_MICHELE_DI_GANZARIA;37,281418;14,414758
Sicilia;Catania;ZAFFERANA ETNEA;POP_CT_11_ZAFFERANA_ETNEA;37,694996;15,103927
Sicilia;Enna;CENTURIPE;POP_EN_03_CENTURIPE;37,626001;14,753145
Sicilia;Enna;CERAMI;POP_EN_04_CERAMI;37,808822;14,504735
Sicilia;Enna;AIDONE;POP_EN_06_AIDONE;37,414465;14,441128
Sicilia;Messina;ROCCALUMERA;POP_ME_04_ROCCALUMERA;37,970653;15,38346
Sicilia;Messina;SANTO STEFANO DI CAMASTRA;POP_ME_06_SANTO_STEFANO_DI_CAMASTRA;38,016065;14,346159
Sicilia;Messina;TORRENOVA;POP_ME_07_TORRENOVA;38,088097;14,680108
Sicilia;Messina;BASICO';POP_ME_10_BASICO;38,059463;15,058701
Sicilia;Messina;FONDACHELLI-FANTINA;POP_ME_12_FONDACHELLI_FANTINA;37,982594;15,172525
Sicilia;Messina;GIOIOSA MAREA;POP_ME_13_GIOIOSA_MAREA;38,170869;14,89505
Sicilia;Messina;ACQUEDOLCI;POP_ME_21_ACQUEDOLCI;38,051336;14,584914
Sicilia;Messina;ALI' TERME;POP_ME_25_ALI_TERME;38,009114;15,420781
Sicilia;Messina;BARCELLONA POZZO DI GOTTO;POP_ME_11_BARCELLONA;38,145108;15,208325
Sicilia;Messina;FALCONE;POP_ME_20_FALCONE;38,118576;15,071333
Sicilia;Messina;FRANCAVILLA DI SICILIA;POP_ME_01_FRANCAVILLA_DI_SICILIA;37,902918;15,131804
Sicilia;Messina;MALFA;POP_ME_05_MALFA;38,574372;14,838005
Sicilia;Messina;SAN PIER NICETO;POP_ME_09_SAN_PIER_NICETO;38,207994;15,321567
Sicilia;Messina;SAPONARA;POP_ME_08_SAPONARA;38,222219;15,426411
Sicilia;Messina;TORTORICI;POP_ME_22_TORTORICI;38,045116;14,814799
Sicilia;Messina;TUSA;POP_ME_23_TUSA;37,985206;14,235927
Sicilia;Messina;CESARO';POP_ME_26_CESARO;37,844886;14,713064
Sicilia;Messina;GAGGI;POP_ME_24_GAGGI;37,8616417;15,2176083
Sicilia;Palermo;ALIMENA;POP_PA_02_ALIMENA;37,6926014;14,1134841
Sicilia;Palermo;BORGETTO;POP_PA_03_BORGETTO;38,045121;13,136405
Sicilia;Palermo;CAMPOREALE;POP_PA_06_CAMPOREALE;37,886976;13,099902
Sicilia;Palermo;CASTRONOVO DI SICILIA;POP_PA_20_CASTRONOVO_DI_SICILIA;37,678405;13,606684
Sicilia;Palermo;PRIZZI;POP_PA_12_PRIZZI;37,7204611;13,4405556
Sicilia;Palermo;TERMINI IMERESE;POP_PA_13_TERMINI_IMERESE;37,9670416;13,7839538
Sicilia;Palermo;ALIA;POP_PA_07_ALIA;37,7882583;13,7176972
Sicilia;Palermo;VICARI;POP_PA_21_VICARI;37,827519;13,579573
Sicilia;Palermo;CEFALU';POP_PA_10_CEFALU;38,01347;13,941125
Sicilia;Palermo;CIMINNA;POP_PA_09_CIMINNA;37,900094;13,556544
Sicilia;Palermo;GIULIANA;POP_PA_08_GIULIANA;37,678366;13,233877
Sicilia;Palermo;ISNELLO;POP_PA_19_ISNELLO;37,9424306;14,0077917
Sicilia;Palermo;MONTELEPRE;POP_PA_05_MONTELEPRE;38,090143;13,176751
Sicilia;Palermo;PETRALIA SOPRANA;POP_PA_11_PETRALIA_SOPRANA;37,788442;14,10897
Sicilia;Palermo;POLLINA;POP_PA_16_POLLINA;38,022656;14,153836
Sicilia;Palermo;VALLEDOLMO;POP_PA_17_VALLEDOLMO;37,7538206;13,8481124
Sicilia;Ragusa;GIARRATANA;POP_RG_05_GIARRATANA;37,042492;14,795514
Sicilia;Ragusa;CHIARAMONTE GULFI;POP_RG_03_CHIARAMONTE_GULFI;37,037699;14,681056
Sicilia;Siracusa;FERLA;POP_SR_03_FERLA;37,1219417;14,9399306
Sicilia;Siracusa;PACHINO;POP_SR_05_PACHINO;36,7177926;15,0676429
Sicilia;Trapani;TRAPANI;POP_TP_01_TRAPANI;38,005924;12,56995
Sicilia;Trapani;MARSALA;POP_TP_02_MARSALA;37,79446;12,45555
Sicilia;Trapani;CASTELVETRANO;POP_TP_04_CASTELVETRANO;37,627283;12,849483
Sicilia;Trapani;GIBELLINA;POP_TP_07_GIBELLINA;37,804076;12,875383
Sicilia;Trapani;CASTELLAMMARE DEL GOLFO;POP_TP_03_CASTELLAMMARE_DEL_GOLFO;38,025794;12,788231
